#DeltaTime, Location Error, Velocity Error
/InverseX
2.00906e-12, 0.0638842, 374522
2.00198e-12, 0.0636592, 373204
1.99496e-12, 0.0634359, 371894
1.98798e-12, 0.0632141, 370594
1.98106e-12, 0.0629938, 369303
1.97418e-12, 0.0627751, 368020
1.96735e-12, 0.0625579, 366747
1.96056e-12, 0.0623421, 365482
1.95382e-12, 0.0621279, 364226
1.94713e-12, 0.0619151, 362979
1.94049e-12, 0.0617038, 361740
1.93389e-12, 0.0614939, 360510
1.92733e-12, 0.0612855, 359288
1.92082e-12, 0.0610784, 358074
1.91435e-12, 0.0608728, 356869
1.90793e-12, 0.0606685, 355671
1.90155e-12, 0.0604656, 354482
1.89521e-12, 0.0602641, 353300
1.88891e-12, 0.0600638, 352126
1.88266e-12, 0.059865, 350960
1.87645e-12, 0.0596674, 349802
1.87027e-12, 0.0594711, 348651
1.86414e-12, 0.0592761, 347508
1.85805e-12, 0.0590824, 346373
1.852e-12, 0.0588899, 345244
1.84598e-12, 0.0586987, 344124
1.84001e-12, 0.0585088, 343010
1.83407e-12, 0.05832, 341903
1.82818e-12, 0.0581325, 340804
1.82232e-12, 0.0579462, 339712
1.8165e-12, 0.0577611, 338627
1.81071e-12, 0.0575771, 337548
1.80496e-12, 0.0573943, 336477
1.79925e-12, 0.0572127, 335412
1.79357e-12, 0.0570322, 334354
1.78793e-12, 0.0568529, 333302
1.78233e-12, 0.0566746, 332258
1.77676e-12, 0.0564975, 331219
1.77122e-12, 0.0563215, 330187
1.76572e-12, 0.0561466, 329162
1.76026e-12, 0.0559728, 328143
1.75482e-12, 0.0558, 327130
1.74942e-12, 0.0556283, 326124
1.74406e-12, 0.0554577, 325123
1.73872e-12, 0.0552881, 324129
1.73342e-12, 0.0551195, 323141
1.72815e-12, 0.054952, 322159
1.72292e-12, 0.0547855, 321183
1.71771e-12, 0.0546199, 320212
1.71254e-12, 0.0544554, 319248
1.7074e-12, 0.0542919, 318289
1.70228e-12, 0.0541293, 317336
1.6972e-12, 0.0539678, 316389
1.69215e-12, 0.0538071, 315447
1.68713e-12, 0.0536475, 314511
1.68214e-12, 0.0534888, 313581
1.67718e-12, 0.053331, 312656
1.67224e-12, 0.0531741, 311736
1.66734e-12, 0.0530182, 310822
1.66246e-12, 0.0528631, 309913
1.65762e-12, 0.052709, 309010
1.6528e-12, 0.0525558, 308111
1.64801e-12, 0.0524035, 307218
1.64325e-12, 0.052252, 306330
1.63851e-12, 0.0521014, 305448
1.6338e-12, 0.0519517, 304570
1.62912e-12, 0.0518028, 303697
1.62447e-12, 0.0516548, 302830
1.61984e-12, 0.0515077, 301967
1.61524e-12, 0.0513613, 301109
1.61066e-12, 0.0512158, 300256
1.60611e-12, 0.0510712, 299408
1.60159e-12, 0.0509273, 298564
1.59709e-12, 0.0507842, 297726
1.59261e-12, 0.050642, 296892
1.58816e-12, 0.0505005, 296063
1.58374e-12, 0.0503599, 295238
1.57934e-12, 0.05022, 294418
1.57497e-12, 0.0500809, 293602
1.57062e-12, 0.0499425, 292791
1.56629e-12, 0.0498049, 291985
1.56199e-12, 0.0496681, 291183
1.55771e-12, 0.049532, 290385
1.55345e-12, 0.0493967, 289591
1.54922e-12, 0.0492621, 288802
1.54501e-12, 0.0491282, 288018
1.54082e-12, 0.0489951, 287237
1.53666e-12, 0.0488627, 286461
1.53251e-12, 0.048731, 285689
1.5284e-12, 0.0486, 284921
1.5243e-12, 0.0484697, 284157
1.52022e-12, 0.0483401, 283397
1.51617e-12, 0.0482112, 282641
1.51214e-12, 0.0480829, 281890
1.50812e-12, 0.0479554, 281142
1.50413e-12, 0.0478285, 280398
1.50017e-12, 0.0477023, 279658
1.49622e-12, 0.0475768, 278923
1.49229e-12, 0.0474519, 278190
1.48838e-12, 0.0473277, 277462
1.4845e-12, 0.0472041, 276738
1.48063e-12, 0.0470812, 276017
1.47679e-12, 0.0469589, 275300
1.47296e-12, 0.0468373, 274587
1.46915e-12, 0.0467162, 273877
1.46537e-12, 0.0465958, 273172
1.4616e-12, 0.046476, 272469
1.45785e-12, 0.0463569, 271771
1.45413e-12, 0.0462383, 271076
1.45042e-12, 0.0461203, 270384
1.44673e-12, 0.046003, 269696
1.44305e-12, 0.0458862, 269012
1.4394e-12, 0.0457701, 268331
1.43577e-12, 0.0456545, 267653
1.43215e-12, 0.0455395, 266979
1.42855e-12, 0.0454251, 266308
1.42497e-12, 0.0453112, 265641
1.42141e-12, 0.0451979, 264977
1.41786e-12, 0.0450852, 264316
1.41434e-12, 0.0449731, 263658
1.41083e-12, 0.0448615, 263004
1.40733e-12, 0.0447504, 262353
1.40386e-12, 0.0446399, 261705
1.4004e-12, 0.04453, 261061
1.39696e-12, 0.0444206, 260419
1.39354e-12, 0.0443117, 259781
1.39013e-12, 0.0442034, 259146
1.38674e-12, 0.0440955, 258514
1.38336e-12, 0.0439883, 257885
1.38001e-12, 0.0438815, 257259
1.37667e-12, 0.0437752, 256636
1.37334e-12, 0.0436695, 256016
1.37003e-12, 0.0435643, 255399
1.36674e-12, 0.0434595, 254785
1.36346e-12, 0.0433553, 254174
1.3602e-12, 0.0432516, 253566
1.35695e-12, 0.0431484, 252961
1.35372e-12, 0.0430456, 252359
1.35051e-12, 0.0429434, 251760
1.34731e-12, 0.0428416, 251163
1.34412e-12, 0.0427403, 250569
1.34095e-12, 0.0426395, 249978
1.3378e-12, 0.0425392, 249390
1.33465e-12, 0.0424394, 248805
1.33153e-12, 0.04234, 248222
